Latitude,Longitude,Temperature (°C),Rainfall (mm),Soil Quality,Crop Suitability,Historical Yield Trend
14.69,76.4,26,3,Low,None,Low
17.29,83.07,37,96,Low,Maize,High
12.96,80.15,,127,High,Cotton,High
17.67,84.1,,100,Low,Groundnut,Low
19.38,77.74,39,109,Medium,Groundnut,Low
14.57,78.68,25,,Low,Peas,Low
18.79,83.97,31,,Low,Maize,Average
16.64,80.64,32,32,High,Wheat,Low
12.27,79.59,25,,High,,No Data
12.53,76.56,32,98,High,,Low
19.28,78.95,33,27,High,Groundnut,No Data
10.41,77.28,,29,High,Peas,No Data
18.34,82.71,29,48,High,Groundnut,Low
11.33,81.88,31,,High,,High
18.78,82.52,37,69,High,Wheat,High
13.05,83.91,29,150,Medium,Maize,High
18.73,81.07,30,,High,Cotton,Low
15.5,75.32,38,144,Medium,,Average
12.93,79.95,,43,Medium,Cotton,Low
19.29,81.59,32,,Low,None,Low
13.36,84.25,,53,High,Peas,Average
12.32,80.94,28,22,High,Maize,Average
16.05,77.98,26,83,Medium,None,High
10.39,76.76,28,,Medium,Groundnut,High
16.04,79.51,,26,Medium,Peas,Average
16.24,80.74,35,58,Medium,None,Average
13.68,78.21,25,31,Low,Barley,High
14.11,75.15,25,124,High,Rice,Low
18.85,81.5,37,115,Low,None,Average
13.89,77.48,32,107,Low,Cotton,Average
15.16,82.45,25,135,Medium,Groundnut,Average
11.46,76.17,26,60,High,Maize,No Data
13.37,81.65,26,103,Low,None,Low
18.25,82.95,37,13,Low,Barley,Average
15.66,83.62,31,,Low,Maize,Average
16.88,79.03,36,,Medium,None,High
18.93,76.41,35,116,Low,Maize,Low
14.28,79.77,38,27,Medium,Barley,No Data
12.97,80.25,31,111,High,,Low
12.54,75.41,,112,Low,Groundnut,No Data
14.22,77.03,,,High,Barley,No Data
15.47,81.2,37,3,Low,Rice,High
19.16,82.62,37,65,Medium,Barley,High
10.22,77.66,,148,High,Maize,High
15.75,79.56,31,140,Medium,Maize,No Data
17.84,80.05,37,114,High,Cotton,No Data
15.99,80.87,40,,High,None,Low
17.25,82.34,36,,Medium,,Average
12.3,83.45,,86,Low,Peas,No Data
16.25,78.72,,31,Medium,Peas,Low
19.97,84.33,25,116,High,Peas,High
17.16,82.2,33,145,High,Peas,Low
15.07,75.19,34,139,Low,Groundnut,Average
18.19,81.05,38,110,Medium,,High
17.63,80.86,27,19,Medium,,Low
12.62,82.59,,,Medium,Cotton,High
16.4,82.04,40,71,Low,,Average
13.8,80.45,40,112,Low,Peas,No Data
15.08,83.06,39,95,High,,Average
17.49,76.13,39,142,Medium,Groundnut,Low
10.77,78.89,26,39,Medium,None,No Data
16.51,76.94,,73,Medium,Barley,Average
13.56,84.09,33,54,High,Groundnut,High
10.8,76.38,31,73,Low,Wheat,High
16.86,78.51,38,,Low,,Average
10.68,77.63,26,8,Low,Barley,Low
16.51,77.93,34,34,High,Barley,Low
10.37,76.59,,59,Medium,None,No Data
19.82,76.09,,62,High,Cotton,No Data
17.89,77.07,27,,Low,Maize,Average
17.16,77.99,,5,Medium,Cotton,No Data
10.93,79.79,,83,Low,Wheat,High
14.42,75.67,,136,High,Peas,No Data
19.88,80.93,32,88,Low,Groundnut,Average
13.92,78.22,35,83,Low,,Average
19.88,82.73,,1,Low,Cotton,No Data
15.04,77.56,35,,High,Maize,High
10.14,81.46,38,,Medium,Maize,Low
17.08,83.65,25,24,Medium,Peas,No Data
12.08,77.94,33,89,Low,,Low
12.71,79.69,33,11,High,Cotton,Low
12.12,81.39,,130,Medium,Wheat,No Data
10.84,81.32,33,143,Low,Peas,No Data
19.96,82.44,36,,Low,Cotton,High
14.07,84.32,37,103,Low,Maize,Low
13.78,84.99,28,104,Low,Barley,High
15.73,78.46,38,17,High,,High
10.38,75.7,38,16,High,,Low
11.5,79.52,26,80,Low,Cotton,High
11.3,76.06,,119,High,Maize,Low
11.16,82.53,34,22,Medium,Groundnut,Low
11.57,76.36,37,141,Low,Maize,No Data
12.21,79.12,30,105,Low,Wheat,Low
19.88,78,,,High,Groundnut,Low
14.7,75.37,36,4,High,Groundnut,No Data
15.79,78.72,40,77,Medium,Rice,Low
10.76,81.71,,124,Medium,Wheat,No Data
13.56,83.18,36,149,Low,Rice,Low
18.85,80.51,36,39,Medium,Peas,Low
14.64,79.74,32,122,Medium,Cotton,No Data
11.53,82.91,,110,High,Groundnut,High
12.75,76.22,,,Low,Peas,Average
10.78,76.57,30,,High,Barley,No Data
19.97,76.33,29,124,Medium,Groundnut,Average
10.14,78.53,28,,High,Barley,Low
10.92,83.2,39,59,High,Wheat,High
14.69,78.78,33,83,Low,Maize,Low
12.32,82.02,37,,High,Groundnut,Low
17.89,78.17,36,71,Medium,,High
13.84,83.25,29,,High,Cotton,No Data
17.17,75.64,34,39,High,,Low
14.29,84.1,37,,Low,None,No Data
12.04,84.57,28,87,Medium,Wheat,No Data
13.09,78.67,32,126,High,Barley,No Data
15.04,78.71,39,55,Medium,Wheat,High
11.01,84.52,39,,Medium,,Low
12.54,82.03,40,,High,Peas,No Data
16.8,76.94,34,140,High,,No Data
14.79,75.27,33,127,High,Wheat,Low
18.42,76.67,26,9,High,Barley,Low
18.92,77.44,38,120,High,Cotton,No Data
19.48,82.38,28,45,Medium,Maize,High
13.23,75.78,25,119,Low,Groundnut,Low
18.43,83.8,39,145,Medium,Groundnut,Low
18.19,84.58,39,74,Low,,No Data
15.72,77.93,27,133,Low,Barley,Low
12.44,77.07,27,44,Medium,Rice,High
18.97,78.03,39,82,Low,Peas,Average
15.74,84.06,,67,High,Cotton,High
16.71,80.5,28,89,Medium,None,High
19.57,80.84,36,62,Low,Cotton,No Data
19.36,77.5,,24,High,,Low
17.24,82.64,28,,Medium,Groundnut,No Data
18.03,77.39,,,High,,High
12.47,79.1,33,25,Medium,Groundnut,High
16.14,81.73,32,126,High,,Average
16.65,83.78,28,50,High,Cotton,No Data
14.31,84.46,,137,Medium,Rice,No Data
19.45,78.78,32,13,High,Cotton,No Data
15.81,75.36,33,,Low,Wheat,No Data
17.9,75.33,32,23,Medium,Groundnut,High
15.8,76.14,37,,Low,Wheat,No Data
19.21,84.09,,78,Medium,Groundnut,High
12.93,75.21,30,115,Low,,Low
18.71,75.52,,91,Medium,Groundnut,Low
15.02,83.66,34,116,Medium,Peas,High
13.25,79.47,28,83,High,Wheat,No Data
13.96,80.36,25,120,High,Wheat,No Data
15.33,81.08,33,72,Low,,Low
15.89,83,39,,Medium,Wheat,High
14.98,78.24,31,70,Low,Wheat,High
11.42,79.14,34,64,Low,None,Average
15.29,83.91,34,105,Low,Peas,Average
16.81,78.64,40,82,Low,Barley,Low
19.21,80.71,26,61,High,Cotton,No Data
13.06,80.3,27,27,Medium,,No Data
13.86,84.76,,146,Medium,Rice,High
14.81,75.54,34,,High,Maize,No Data
10.29,79.14,26,39,Low,None,Average
10.08,82.18,28,140,Medium,,Low
17.94,82.14,38,111,Low,,Average
19.91,78.89,40,127,High,None,No Data
19.88,76.27,,21,Low,Barley,No Data
18.52,81.66,34,85,Medium,Cotton,Low
18.55,80.03,35,131,Low,,Low
11.21,83.02,30,100,High,Peas,High
17.77,79.16,38,118,Medium,Cotton,Average
12.9,76.96,32,68,Low,Groundnut,Low
12.29,78.78,27,148,High,Rice,No Data
15.39,83.25,35,102,High,Groundnut,Average
19.75,78.43,32,35,High,Peas,High
17.55,78.58,25,24,Low,Groundnut,Average
11.37,77.6,33,76,Low,Wheat,Low
11.28,81.17,27,140,Low,Cotton,Low
15.85,76.53,25,129,Low,Rice,Average
10.51,84.22,,,High,None,No Data
14.3,84.45,27,46,Low,,Average
14.4,80.01,32,,Low,None,No Data
16.29,80.53,30,77,Low,,Average
15.23,83.74,26,73,High,,No Data
16.17,83.37,27,82,High,,Average
15.76,77.78,,,High,Maize,Average
11.46,79.46,26,69,Low,Cotton,Low
13.74,76.63,29,8,Low,None,Low
11.24,75.48,40,76,Medium,None,Average
11.48,78.8,,0,Medium,Peas,Average
14.32,83.57,33,91,High,Cotton,High
19.96,76.15,26,124,Low,Barley,Average
14.92,82.41,27,123,Medium,Rice,No Data
17.28,83.58,34,70,Low,Groundnut,Average
17.4,77.84,28,134,High,Cotton,Average
13.75,75.17,31,67,Medium,Cotton,No Data
17.91,75.98,,35,Low,Groundnut,High
15.29,79.55,28,,Low,Peas,High
12.35,81.41,33,66,Low,Barley,Low
14.14,77.69,25,100,High,,Average
11.15,79.78,37,63,Low,Groundnut,High
11.95,75.95,40,28,Low,Groundnut,No Data
17.28,76.62,31,120,Low,Peas,Low
13.52,80.23,38,89,Low,Wheat,Average
18.22,79.3,32,,High,Wheat,High
19.74,79.63,28,18,Low,Maize,High
11.77,78.97,25,61,Medium,,Low
18.96,81.49,31,,Medium,Cotton,Low
13.37,83.22,32,,Low,Wheat,Average
13.11,75.5,31,13,Low,Wheat,No Data
16.1,83.31,,27,Medium,Cotton,Low
13.73,75.79,40,122,Medium,,Average
13.84,78.06,,121,Low,,High
16.29,76.66,30,,High,None,No Data
19.22,79.72,32,126,Low,Rice,Low
19.23,77.27,37,113,High,Wheat,Average
17.52,77.43,35,105,Medium,Cotton,High
15.15,81.77,31,65,Low,Rice,High
13.43,80.97,27,7,Medium,,High
14.2,82.1,29,85,High,Barley,No Data
14.41,79.3,37,61,Low,Maize,Low
10.93,83.82,29,122,Low,Rice,No Data
11.69,79.52,28,111,Low,,High
19.08,82.16,,10,Low,Peas,No Data
10.86,78.53,36,67,Medium,,High
15.13,83.9,25,44,High,,Low
13.04,84.71,32,39,Medium,Cotton,Average
14.63,76.81,35,,High,,Low
10.68,83.1,27,,Low,Maize,Low
18.35,83.59,27,,Low,Cotton,High
13.56,80.49,39,93,Medium,Maize,High
10.67,76.76,31,74,High,Peas,Low
15.24,82.39,33,91,High,Cotton,No Data
19.67,76.77,30,140,High,Cotton,High
11.62,79.12,35,107,High,None,High
14.04,82.37,38,108,High,,No Data
18.69,81.77,31,130,Low,Groundnut,Average
11.78,81.48,31,93,Medium,Cotton,Low
13.5,82.76,,7,Low,None,Low
18.62,81.28,35,,Low,,No Data
15.2,79,28,31,High,Groundnut,Average
13.36,84.43,30,49,High,Wheat,No Data
13.43,79.27,37,53,Low,Cotton,Average
11.17,80.44,34,,Medium,None,Average
19.4,76.37,34,,Medium,Groundnut,Average
13.51,84.89,30,77,Low,Barley,No Data
11.14,80.85,,96,Medium,Rice,High
19.34,76.62,26,,Low,Barley,Low
13.02,84.89,,126,Low,Peas,Average
11.61,81.25,28,122,Medium,Peas,Average
16.45,81.74,34,,Low,Wheat,Low
13.22,84.47,37,124,High,Wheat,High
13.73,77.55,,102,Medium,,Low
14.81,83.66,34,3,Low,Barley,No Data
11.98,84.64,30,2,High,None,No Data
13.53,76.06,,,Medium,,Average
13.92,77.63,31,16,High,Cotton,Low
12.06,81.91,26,61,Low,Cotton,Low
15.8,81.21,38,70,Low,,Average
13.9,79.91,,72,Medium,,High
11.32,84.29,30,111,High,Maize,High
12.01,75.8,37,88,Low,Cotton,Low
15.96,75.58,26,60,Low,Rice,Average
10.56,81.39,37,149,Low,Rice,Low
13.47,75.55,27,110,Medium,Rice,No Data
15.38,78.43,40,,Medium,Groundnut,Low
15.92,82.23,36,119,Low,None,No Data
12.1,83.28,,95,High,Wheat,No Data
15.51,83.09,40,,Medium,Peas,High
17.67,81.57,31,55,Medium,,High
11.86,80.06,40,132,Medium,Cotton,High
16.53,81.91,28,24,High,,High
16.25,83.88,27,6,Low,Rice,High
18.41,75.95,38,,Low,None,Low
18.4,80.7,39,,Low,,No Data
15.91,84.3,36,76,High,Groundnut,Low
16.48,79.62,,91,High,Groundnut,Average
18.17,84.47,39,37,Low,Barley,High
18.11,82.83,28,128,High,Maize,No Data
14.07,83.96,,11,Medium,Wheat,No Data
12.41,83.03,25,70,Medium,Cotton,Low
11.5,76.63,32,35,Medium,Groundnut,Low
15.78,79.88,,80,Medium,Groundnut,Low
18.16,81.4,32,,Medium,Maize,No Data
17.42,75.59,29,28,Low,,No Data
12.93,78.46,34,128,Low,Wheat,Average
15.83,83.22,31,54,Medium,Groundnut,Low
17.59,77.71,28,68,Medium,None,High
17.12,80.57,30,134,Low,Groundnut,No Data
16.05,78.06,30,143,High,,High
19.23,81.25,36,57,Medium,Rice,Low
13.84,79.02,,73,Medium,Wheat,Low
17.2,84.13,29,,High,,High
10.23,81.67,,118,Low,None,Low
13.1,76.3,35,2,Low,Barley,Low
18.42,77.78,30,59,High,,Average
13.09,76.68,25,54,High,,Average
10.15,78.46,40,37,Medium,Cotton,Low
12.04,78.45,34,124,Low,Peas,Low
15.13,77.06,38,105,Low,,Average
11.47,76.56,28,,High,None,No Data
12.72,83,28,115,High,Groundnut,High
15.17,81.75,28,5,Medium,None,No Data
15.51,80.13,37,110,High,,High
11.48,77.58,33,11,Medium,Cotton,Average
12.49,75.57,29,,Low,None,High
14.73,78.47,,144,Low,Peas,Low
16.49,81.08,31,91,Low,Rice,No Data
12.78,84.54,29,,Medium,Groundnut,Low
18.25,81.34,39,124,High,Cotton,Average
16.31,81.93,38,,Low,Maize,Average
15.29,75.28,33,43,Low,Rice,High
17,83.38,,141,Low,Peas,High
19.49,75.76,33,146,High,Rice,No Data
12.88,83.21,39,125,Medium,,High
17.5,81.15,38,119,Low,Maize,Low
17.67,83.12,34,125,High,Cotton,Average
16.47,75.13,29,85,Low,Barley,Average
11.41,79.67,38,114,High,Maize,Average
15.63,78.45,,131,Medium,Barley,Average
16.9,77.45,40,115,Medium,,No Data
17.68,82.14,39,55,Medium,Peas,High
11.72,77.27,38,,Medium,None,Average
13.41,84.25,30,149,Low,,No Data
18.99,76.06,36,44,Medium,None,No Data
17.11,76.87,30,116,Medium,Cotton,No Data
14.69,75.12,34,90,High,Rice,High
16.92,80.13,26,,Low,Barley,Average
11.96,76.85,,113,Low,Rice,Low
15.87,81.3,27,55,High,None,No Data
19.91,76.39,30,83,High,Cotton,Low
12.34,83.76,38,,Low,Groundnut,High
17.12,83.02,34,19,High,Wheat,Low
18.18,81.57,40,98,Medium,,Average
17.18,77.42,,,High,Barley,Low
14.91,78.64,38,63,Medium,Wheat,No Data
19.37,83.04,37,88,Medium,Maize,No Data
13.93,82.17,36,108,Medium,Peas,No Data
19.46,80.01,26,,Low,Barley,Average
16.56,77.66,39,137,Medium,,No Data
11.39,81.85,27,,High,Groundnut,Average
17.44,81.77,29,149,Low,Rice,Low
17.56,82.03,29,,Medium,Maize,Average
18.17,77.98,29,66,Low,Maize,No Data
14.89,82.45,30,,Medium,None,Average
14.26,80.17,,,Medium,Wheat,No Data
12.97,78.06,28,147,High,Maize,No Data
17.88,82.13,34,7,High,Barley,Low
11.89,75.2,,147,Low,Rice,High
18.05,83.71,,87,Medium,,Low
17.51,82.64,,83,Medium,Wheat,No Data
17.91,82.42,,24,Low,,Low
17.5,79.78,,83,Medium,Barley,Average
15.45,75.54,40,,High,Barley,No Data
13.56,78.63,34,65,Medium,,Average
18.72,81.07,40,,High,Wheat,High
13.35,79.39,35,,Low,None,Average
11.27,78.16,38,57,High,,Low
11.54,80.05,31,100,High,Groundnut,Low
17.25,76.3,31,0,High,,Low
18.48,75.88,25,108,Low,,High
10.92,79.39,40,8,High,Cotton,Low
11.86,76.81,37,,Medium,None,Average
18.29,79.17,39,83,Low,Maize,No Data
13.54,76.19,28,111,High,,Average
12.22,82.28,28,4,Low,Wheat,Low
12.58,75.86,33,,High,,No Data
14.8,80.34,,126,Medium,Barley,Average
18.51,80.14,34,25,High,Peas,Average
14.78,83.77,,149,Low,Maize,No Data
18.88,81.2,,,Medium,Rice,Low
15.56,75.31,27,148,Medium,None,No Data
14.76,80.66,40,127,Medium,Barley,Average
10.63,80.01,30,120,Low,Rice,Low
18.13,79.19,29,28,Low,Wheat,No Data
18.84,84.06,25,130,High,Cotton,Low
19.4,75.18,28,130,High,Wheat,High
18.53,79.45,,23,High,Cotton,High
12.86,83.78,,72,Medium,,No Data
17.98,75.63,40,136,Low,Maize,Low
10.06,78.87,33,65,High,,Average
18.32,75.31,29,32,Low,Peas,Average
13.45,84.25,30,44,Low,None,Low
18.87,76.03,31,110,Medium,Barley,Low
17.74,77.63,34,109,Low,Maize,Average
18.28,75.23,40,,High,,Average
16.51,82.09,31,72,Medium,,Average
12.73,77.96,,,Low,Barley,Average
14.09,78.32,31,91,High,Wheat,No Data
19.6,84.57,39,,Low,Groundnut,High
17.56,83.74,38,,High,None,Average
11.34,76.16,33,47,Medium,Groundnut,Average
17.32,77.87,30,21,High,Maize,Low
14.44,81.4,40,63,Low,Rice,Average
19.42,80.03,40,34,Low,Maize,Average
15.25,77.36,32,8,Medium,Maize,Average
16.94,79.78,30,143,Low,Barley,Average
17.59,78.33,39,130,High,Maize,High
19.37,81.94,,113,Medium,,High
11.56,84.32,26,35,High,None,High
10.61,76.44,28,36,Medium,None,High
10.37,83.49,34,97,High,Peas,Average
12.22,75.47,38,130,High,Cotton,Low
12.7,81.83,26,39,Medium,Peas,High
12.71,79.9,40,128,Medium,Barley,Low
15.68,83.5,31,53,Low,,No Data
12.59,82.89,27,48,High,Peas,Low
19.94,77.86,25,23,Medium,,Low
11.77,84.9,27,1,High,Wheat,Average
17.06,81.13,37,131,Low,Rice,Low
15.75,75.33,32,104,High,None,High
12.59,79.98,30,142,Low,Peas,Average
19.56,77.22,30,,Low,Rice,Average
18.98,79.63,,70,High,Peas,No Data
13.05,78.73,30,,High,Cotton,High
18.27,81.84,,39,Medium,,Low
19.37,79.34,25,114,High,,High
18.24,75.7,38,67,Low,Rice,Average
15.3,78.67,34,143,Medium,Groundnut,High
15.67,75.56,32,30,Low,Barley,Average
15.28,76.95,28,88,Medium,None,High
19.73,82.58,,131,High,Barley,Average
17.92,82.48,27,21,Medium,Groundnut,Average
12.89,77.2,27,121,Medium,Groundnut,No Data
17.11,77.7,,128,High,Wheat,No Data
11.14,75.1,37,139,High,,Low
12.18,78.96,34,,Medium,Wheat,No Data
11.87,76.41,36,129,Medium,None,No Data
16.94,84.3,,3,High,,High
19.79,81.71,,128,Medium,Rice,High
15.78,80.6,30,,High,Cotton,No Data
13.27,80.06,33,23,High,Barley,No Data
19.82,75.02,32,61,Medium,Wheat,Average
17.44,82.76,26,29,Medium,Rice,Low
19.95,78.55,,,High,Rice,Low
19.24,76.4,28,18,Medium,None,No Data
18.86,76.54,28,,Low,Groundnut,Average
14.95,79.14,34,93,High,Groundnut,Average
15.54,83.06,,44,High,Cotton,High
15.81,77.28,27,64,Low,Rice,High
10.15,78.98,30,145,High,Groundnut,Low
12.7,75.94,37,139,Medium,Peas,High
11.95,77.08,,28,Medium,Barley,No Data
17.23,83.14,36,142,High,Wheat,Low
18.54,81.26,38,75,Low,,Low
18.68,79.24,29,89,Low,Peas,Low
15.68,79.68,34,110,Medium,Cotton,No Data
13.47,76.23,26,101,High,Maize,High
17.52,79.82,35,61,Low,None,High
18.27,76.58,35,25,Medium,None,Low
19.58,78,25,101,High,,No Data
12.63,77.71,33,76,Medium,,High
15.11,80.4,30,75,Medium,Peas,Low
15.54,80.59,29,122,High,Wheat,No Data
12.45,81.86,37,,Low,,Low
13.95,77.23,27,149,Medium,Peas,High
10.05,81.56,37,81,Medium,Maize,Low
19.86,75.16,25,136,Low,Wheat,Low
13.23,77.61,,72,Low,,Average
14.02,76.87,30,82,High,Cotton,No Data
13.84,78.13,35,55,High,Barley,Low
16.13,80.3,33,69,High,,Average
15.43,82.28,26,58,High,Maize,Low
19.71,84.96,31,56,Low,Peas,No Data
17.01,76.58,37,31,High,Peas,Low
14.04,83.65,27,,High,Peas,No Data
18.17,81.26,25,150,Low,,Low
17,83.32,39,136,High,Wheat,Low
17.75,84.55,37,,Low,Cotton,Average
15.52,83.63,33,0,High,Wheat,Low
17.12,75.4,26,80,High,Maize,No Data
10.94,77.63,27,45,Low,Barley,Average
19.82,78.62,36,146,High,,Low
18.02,79.04,31,,Medium,Barley,Average
18.39,77.17,36,89,Medium,Groundnut,High
18.62,83.92,33,22,Low,Cotton,No Data
13.75,84.95,28,112,Low,Groundnut,High
18.86,79.12,28,20,Medium,Cotton,High
11.87,82.13,36,,Medium,Peas,Average
10.02,75.66,34,54,High,Peas,High
12.14,82.93,38,28,High,Peas,Low
14.43,81.86,36,27,Low,,No Data
16.14,81.92,36,,Medium,Peas,Low
15.54,81.83,,76,High,,No Data
13.35,79.09,36,111,Low,Peas,No Data
18.87,83.93,32,44,High,,Low
13.49,79.42,35,65,High,Barley,No Data
14.02,76.79,35,66,High,Maize,Low
18.89,82.47,32,73,Low,Barley,High
10.81,82.55,31,8,High,Peas,High
17.83,84.02,37,103,High,Peas,Average
10.16,84.34,26,97,High,Groundnut,High
14.82,78.55,27,33,Medium,Groundnut,High
10.96,77.4,33,82,Medium,Peas,Average
18.41,78.39,29,,Medium,Barley,No Data
14.75,76.12,,132,High,Maize,Average
12.42,79.48,29,56,Medium,Rice,Low
15.73,75.41,32,,Low,,No Data
17.22,80.8,34,110,Low,Rice,No Data
19.05,83.68,,112,Medium,Groundnut,Average
13.07,83.93,32,61,Medium,Groundnut,Low
19.09,76.82,28,100,High,Wheat,High
13.24,78.97,,21,Medium,Rice,Low
16.74,77.44,26,120,Low,Wheat,Low
18.64,79.79,36,,Medium,Rice,No Data
17.72,81.24,29,113,Medium,Cotton,Average
15.59,80.67,27,135,Low,Maize,No Data
11.05,80.35,37,13,High,Peas,Low
19.19,78.53,30,30,Low,,High
16.7,84.81,27,138,Medium,None,No Data
18.82,75.13,40,17,High,None,High
16.49,80.52,34,82,Medium,Maize,High
12.65,79.11,25,34,Low,Cotton,High
13.85,76.77,36,53,Medium,Groundnut,No Data
12.06,79.44,27,126,Medium,Maize,No Data
10.7,78.42,25,,Low,,Average
17.97,83.07,34,,Low,,No Data
16.54,80.86,26,,High,,High
16.92,80.7,30,109,Medium,,No Data
12.81,75.48,31,90,High,Maize,Low
18.12,76.26,40,23,Low,Groundnut,High
10.84,83.5,37,,High,Wheat,High
12.63,79.37,29,89,Low,Groundnut,Average
19.82,81.48,31,,High,None,No Data
14.87,84.4,,,High,Cotton,No Data
13.11,79.53,33,114,High,Rice,No Data
12.56,79.31,26,,High,Peas,High
14.24,77.6,33,135,Low,Groundnut,No Data
17.22,77.64,38,6,Low,Cotton,High
12.61,83.82,40,90,Low,Wheat,Low
15.23,79.99,34,82,Low,None,Average
17.76,75.57,,,Low,,No Data
16.63,80.26,35,90,High,Rice,No Data
13.65,76.87,,141,Medium,Peas,Average
15.68,83.61,37,134,High,Maize,Low
12.45,83.73,28,,Low,,High
10.68,77.48,39,,High,,High
12.57,78.85,37,12,High,,Average
11.65,76.25,,,High,Peas,Low
13.85,83.88,,143,Medium,,No Data
16.41,77.78,,150,High,Rice,Average
17.73,82.2,,1,Medium,,High
17.74,78.91,37,23,Low,Maize,Average
16.06,80.15,26,63,High,Groundnut,No Data
13.27,81.03,34,,Medium,Groundnut,No Data
16.9,84.16,34,119,Medium,Maize,No Data
18.06,78.96,28,123,Low,None,No Data
14.95,81.01,36,56,Low,None,Low
18.03,81.41,26,51,High,,Average
19.25,80.99,30,110,Low,,Average
16.41,82.57,35,74,Medium,Rice,Average
13.71,79.04,28,31,High,Rice,High
12.65,78.08,28,69,High,,Low
18.73,82.62,30,94,Low,Maize,No Data
14.73,83.27,25,,Medium,,No Data
17.42,79.04,32,141,Medium,Peas,Average
13.41,77.52,33,,Low,Cotton,No Data
19.29,83.07,36,46,Medium,Groundnut,Average
12.7,76.55,28,21,Medium,Peas,High
19.04,77.52,32,16,Low,None,High
14.79,82.16,28,132,High,,No Data
18.74,82.06,31,20,High,Barley,Low
16.05,75.72,27,94,Low,,Average
16.92,76.08,26,8,Low,Groundnut,Average
15.91,82.91,34,87,Low,Barley,High
16.25,79.11,,39,High,Maize,No Data
11.6,79.28,25,103,Medium,Maize,Low
13.96,84.91,29,40,Low,None,Low
15.54,77.38,26,145,Medium,None,Low
19.84,82.54,,129,High,Rice,Average
12.62,83.34,31,131,High,Rice,High
10.62,80.17,29,,High,None,Low
10.41,76.21,,52,Low,Maize,No Data
14.77,81.36,34,100,Medium,Barley,Average
14.99,81.79,40,,Medium,Barley,Average
11.81,76.89,,70,High,Groundnut,Average
15.2,76.91,,86,High,Maize,Average
11.29,82.89,31,84,Low,Peas,High
11.4,77.81,33,72,Low,,High
11.08,75.67,31,12,Low,Maize,Average
13.11,78.69,33,,High,Wheat,High
13.97,83.48,38,84,Low,Wheat,Low
17.62,80.23,25,78,Medium,Wheat,Low
13.82,80.37,30,48,Medium,Groundnut,Low
13.74,79.82,30,31,Medium,Cotton,Low
15.17,77.37,26,,High,Maize,Average
14.43,84.64,26,,Low,Wheat,No Data
14.89,75.46,32,79,Low,Maize,Average
14.19,78.15,29,21,Medium,,Average
11.95,77.2,28,54,Low,Cotton,High
18.99,77.89,25,59,Medium,Wheat,Average
18.19,80.82,32,,Medium,Wheat,No Data
17.61,83.85,40,77,High,Rice,High
10.49,81.76,30,55,Low,Cotton,High
10.34,81.25,31,60,Low,Maize,High
12.78,76.55,33,85,Low,Maize,No Data
16.61,77.64,33,120,Low,Peas,No Data
19.16,79.43,,99,Medium,Wheat,No Data
19.04,75.6,29,,Low,Cotton,Average
10.95,76.77,39,139,Medium,Cotton,Low
19.65,77.44,36,142,Medium,Rice,Average
17.4,78.2,,89,High,Wheat,High
14.27,79.24,35,96,High,,Average
16.14,79.77,27,,High,Maize,High
19.41,80.26,39,85,Medium,Cotton,No Data
14.04,83.03,31,52,Low,,No Data
12.81,84.17,,104,High,Wheat,Average
14.59,81.6,32,6,High,None,Average
12.73,80.4,36,59,High,,No Data
11.69,78.04,34,,Medium,Barley,No Data
19.21,83.25,25,83,High,Cotton,No Data
10.37,78.38,37,118,High,Maize,No Data
18.73,82.8,37,150,Medium,Barley,High
16.24,75.93,39,17,High,Cotton,Low
14.82,83.77,,5,High,Rice,No Data
10.8,75.51,29,71,Medium,Wheat,Low
17.58,78.84,38,14,Medium,Wheat,Low
18.36,78.66,38,45,Medium,Barley,High
12.84,76.47,32,85,Low,Cotton,No Data
18.49,76.01,32,150,Low,,No Data
13.52,83.93,36,74,Medium,Maize,No Data
18.51,75.13,29,17,Low,Cotton,Low
18.05,84.2,28,50,Medium,Barley,No Data
12.28,81.68,31,144,Medium,Cotton,Low
14.38,84.48,35,94,Low,Wheat,High
10.96,84.65,40,,High,Maize,Low
16.58,76.26,30,101,Low,,High
14.19,80.48,31,76,Low,Groundnut,Low
13.46,80.76,39,144,Low,Barley,Average
11.84,80.85,38,24,Medium,Wheat,High
10.39,78.41,26,14,Low,,No Data
16.79,76.82,36,150,High,Cotton,No Data
19.27,78.51,,127,High,,Average
10.08,82.02,27,136,Medium,Groundnut,No Data
19.56,77.4,27,78,Medium,Barley,Low
14.68,77.8,29,120,Medium,Barley,No Data
16.36,76.01,37,71,High,None,Low
12.94,84.01,36,92,High,Cotton,No Data
19.09,84.95,,,Low,Wheat,Low
14.08,81.83,31,12,High,Rice,Low
16.37,79.5,26,104,Medium,Peas,Average
12.22,82.27,26,33,Low,Peas,High
13.71,81.58,40,34,High,Peas,Low
11.01,78.77,34,89,Low,Cotton,No Data
18.54,79.54,,88,High,Wheat,No Data
14.73,81.37,27,91,High,Maize,No Data
19.68,81.64,33,,High,Wheat,High
16.56,75.89,,118,High,Maize,Low
17.97,79.54,39,,Medium,Groundnut,Low
11.03,80.35,34,,High,Maize,Average
14.1,80.34,35,89,Medium,Peas,No Data
14.18,82.83,28,27,Low,Peas,No Data
10.79,80.51,36,87,Low,Wheat,Average
15.9,77.81,29,128,Medium,Groundnut,Average
18.18,75.6,35,121,Medium,Cotton,Average
13.71,79.24,,95,Low,Groundnut,High
